Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"G Guidi, BD Frischer","3D digitization of cultural heritage",2020,"3D imaging, analysis and applications","Springer","https://link.springer.com/chapter/10.1007/978-3-030-44070-1_13","https://scholar.google.com/scholar?cites=2439224172626457932&as_sdt=2005&sciodt=2007&hl=en",114,"2023-12-28 21:36:16","","10.1007/978-3-030-44070-1_13","","",,,,,12,4.00,6,2,3,"… A more advanced approach for massive 3D digitization was … digitizing small museum artifacts utilizing a conveyor belt that moves the object along different stages of the digitization …","","https://scholar.google.com/scholar?q=related:TDXyIHbd2SEJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"GD Monek, S Fischer","DES and IIoT fusion approach towards real-time synchronization of physical and digital components in manufacturing processes",2023,"Reports in Mechanical Engineering","rme-journal.org","https://www.rme-journal.org/index.php/asd/article/view/169","https://scholar.google.com/scholar?cites=11524080729751204672&as_sdt=2005&sciodt=2007&hl=en",115,"2023-12-28 21:36:16","","","","",,,,,2,2.00,1,2,1,"… To that end, the digitalization of the manufacturing environment is a … conveyor belts, which simulate the production process. The workpiece stops at dedicated positions on the conveyors …","https://www.rme-journal.org/index.php/asd/article/download/169/74",""
1,"K Kraus, N Kraus, K Buzhdyhan","Fourth industrial revolution as a driver of the digitalization of production and urbanization",2022,"VUZF review","elibrary.kubg.edu.ua","https://elibrary.kubg.edu.ua/id/eprint/41125/","https://scholar.google.com/scholar?cites=5679503061056574139&as_sdt=2005&sciodt=2007&hl=en",116,"2023-12-28 21:36:16","","","","",,,,,1,1.00,0,3,1,"… transition to fully automated and digitized production, which is … Therefore, the issue of digitalization of production and … took place in stages on the conveyor belt, rather than going all in …","https://elibrary.kubg.edu.ua/id/eprint/41125/1/Kraus_Fourth_industrial_2022.pdf","https://scholar.google.com/scholar?q=related:u1IFV_Gl0U4J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"D Kelley, C Richards","Package 'ocedata'",2022,"","cran.r-hub.io","https://cran.r-hub.io/web/packages/ocedata/ocedata.pdf","",117,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,2,1,"… Second, locator was used to digitize points along his conveyor-belt pathlines. No projection information being provided by Broecker, this had to be done by coastline reference. Third, …","https://cran.r-hub.io/web/packages/ocedata/ocedata.pdf","https://scholar.google.com/scholar?q=related:90JUGTdc-JYJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
13,"N Khalifa, M Abd Elghany…","Exploratory research on digitalization transformation practices within supply chain management context in developing countries specifically Egypt in the MENA region",2021,"Cogent Business & …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/23311975.2021.1965459","https://scholar.google.com/scholar?cites=242389411025635079&as_sdt=2005&sciodt=2007&hl=en",118,"2023-12-28 21:36:16","","10.1080/23311975.2021.1965459","","",,,,,13,6.50,4,3,2,"… The adoption of AI in logistics is recommended to prevent the transports of empties containers on conveyor belts. The AI application recognizes whether the container needs to be hit …","https://www.tandfonline.com/doi/full/10.1080/23311975.2021.1965459","https://scholar.google.com/scholar?q=related:B8d_leIjXQMJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"S Szentesi, P Tamás, FP Jimenez","Innovative industry 4.0 application possibilities for roller conveyor design",2022,"Advanced Logistic Systems …","als.uni-miskolc.hu","https://als.uni-miskolc.hu/index.php/als/article/view/144","",119,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,3,1,"… conveyor system, the company needs to equip the levels with elevators, the branches with a conveyor belt … , the enablers of digitalization in industrial logistics, the risks of digitalization in …","https://als.uni-miskolc.hu/index.php/als/article/download/144/169","https://scholar.google.com/scholar?q=related:_hQBPR4kIgwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"Z Song, X Li, R Huo, L Liu","Intelligent early-warming platform for open-pit mining: Current status and prospects",2023,"Rock Mechanics Bulletin","Elsevier","https://www.sciencedirect.com/science/article/pii/S2773230423000719","",120,"2023-12-28 21:36:16","HTML","","","",,,,,0,0.00,0,4,1,"… mines can be known that the digitization of open-pit mines … The 'cargo 'on the ‘conveyor belt’ were ultimately processed … in the form of ‘conveyor belt processing products,’ reflecting the …","https://www.sciencedirect.com/science/article/pii/S2773230423000719",""
19,"J Vachálek, D Šišmišová, P Vašek, I Fiťka, J Slovák…","Design and implementation of universal cyber-physical model for testing logistic control algorithms of production line's digital twin by using color sensor",2021,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/21/5/1842","https://scholar.google.com/scholar?cites=11048288362962988901&as_sdt=2005&sciodt=2007&hl=en",121,"2023-12-28 21:36:16","","","","",,,,,19,9.50,3,6,2,"… to fully virtualize and digitize industrial production … conveyor belt, we have several options for positioning the sensors. The first option is to place one sensor at the exit of the conveyor belt…","https://www.mdpi.com/1424-8220/21/5/1842/pdf","https://scholar.google.com/scholar?q=related:Za990rpnU5kJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"P Portero, B Mena, J Gavilanes","Development of a Prototype for the Quality Control of Bovine Meat Determined by its Organoleptic Characteristics, based on an Automatic Inspection System for …",2017,"Latin-American Journal of …","lajc.epn.edu.ec","https://lajc.epn.edu.ec/index.php/LAJC/article/view/136","",122,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,3,6,"… been considered to use a conveyor belt for the whole process … digitizing the signal delivered by the camera of the RPi. Let an image be a two-dimensional function f (x, y), the digitization …","https://lajc.epn.edu.ec/index.php/LAJC/article/download/136/94","https://scholar.google.com/scholar?q=related:hKpHyIQ8W7AJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
1,"TW Lim, TW Lim","Tech Giants, Digitized Workplaces and Societies: Comparative Area Studies Analyses of North American and East Asian Responses to Industrial Revolution 4.0",2019,"Industrial Revolution 4.0, Tech Giants, and Digitized …","Springer","https://link.springer.com/chapter/10.1007/978-981-13-7470-8_1","https://scholar.google.com/scholar?cites=10763538539393152262&as_sdt=2005&sciodt=2007&hl=en",123,"2023-12-28 21:36:16","","10.1007/978-981-13-7470-8_1","","",,,,,1,0.25,1,2,4,"… It made the conveyor belt format of production possible. Fordism went a step ahead and made the products affordable for the workers who manufactured them. This effectively creates a …","","https://scholar.google.com/scholar?q=related:BnXBHkbFX5UJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
13,"W Rempel, B Bauer, NC Stache, C Wittenberg","First steps to control a digitalized factory via Augmented Reality",2019,"IFAC-PapersOnLine","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405896319319032","https://scholar.google.com/scholar?cites=15318578369528507622&as_sdt=2005&sciodt=2007&hl=en",124,"2023-12-28 21:36:16","","","","",,,,,13,3.25,3,4,4,"… for Digitalization contains a model … a conveyor belt until these caps are needed for the following productions steps. If bottles are for sealing the caps are transported via the conveyor belt …","https://www.researchgate.net/profile/Benedict-Bauer-2/publication/338153933_First_steps_to_control_a_digitalized_factory_via_Augmented_Reality/links/5e2440be458515ba20935ef5/First-steps-to-control-a-digitalized-factory-via-Augmented-Reality.pdf","https://scholar.google.com/scholar?q=related:5qy6o92FltQJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"L Sakurada, P Leitao…","Engineering a multi-agent systems approach for realizing collaborative asset administration shells",2022,"2022 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10002770/","https://scholar.google.com/scholar?cites=12408221559911071778&as_sdt=2005&sciodt=2007&hl=en",125,"2023-12-28 21:36:16","","","","",,,,,3,3.00,1,3,1,"… the digitization of … the conveyor belts do not have an associated agent, being considered part of the three resources used in the test, ie, a resource always has a start and exit conveyor to …","https://ieeexplore.ieee.org/iel7/10002706/10002716/10002770.pdf","https://scholar.google.com/scholar?q=related:IsDXZMTbMqwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"PP Nikolaev, YS Ovchinnikova…","Digitalization Of The Economy And Its Impact On Economic Development",,"… Proceedings of Social …","europeanproceedings.com","https://www.europeanproceedings.com/article/10.15405/epsbs.2021.04.02.37","",126,"2023-12-28 21:36:16","HTML","10.15405/epsbs.2021.04.02.37","","",,,,,0,0.00,0,3,,"… also speaks of the vector of digitalization of economic development. … The impact of digitalization on employment dynamics cannot … Robots are replacing workers on conveyor belts, and …","https://www.europeanproceedings.com/article/10.15405/epsbs.2021.04.02.37","https://scholar.google.com/scholar?q=related:EPSxWn5NHDgJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
38,"M Pekarcikova, P Trebuna, M Kliment…","Material flow optimization through e-kanban system simulation",2020,"International Journal of …","ijsimm.com","http://www.ijsimm.com/Full_Papers/Fulltext2020/text19-2_513.pdf","https://scholar.google.com/scholar?cites=16324096210189110750&as_sdt=2005&sciodt=2007&hl=en",127,"2023-12-28 21:36:16","PDF","","","",,,,,38,12.67,10,4,3,"… Chain Collaboration in the network through the digitalization of orders, tracking deliveries and supplies … The formed bags proceed along the conveyor belt to Assembly 1, where they are …","http://www.ijsimm.com/Full_Papers/Fulltext2020/text19-2_513.pdf","https://scholar.google.com/scholar?q=related:3k2frwPXiuIJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
5,"S Zhironkin, D Szurgacz","Mining Technologies Innovative Development: Economic and Sustainable Outlook",2021,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/14/24/8590","https://scholar.google.com/scholar?cites=7917803636602498073&as_sdt=2005&sciodt=2007&hl=en",128,"2023-12-28 21:36:16","HTML","","","",,,,,5,2.50,3,2,2,"… incompatible with digitalization and … of conveyor belt splices carried out in laboratory and industrial conditions, which indicated the reasons for the decrease in strength. A conveyor belt, …","https://www.mdpi.com/1996-1073/14/24/8590","https://scholar.google.com/scholar?q=related:Gez8CHWw4W0J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
23,"V Filatov, V Mishakov, S Osipenko…","Industry 4.0 concept as an incentive to increase the competitiveness of the food and processing industries of the Russian Federation",2020,"E3S Web of …","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2020/68/e3sconf_ift2020_03040/e3sconf_ift2020_03040.html","https://scholar.google.com/scholar?cites=16408837143215410329&as_sdt=2005&sciodt=2007&hl=en",129,"2023-12-28 21:36:16","","","","",,,,,23,7.67,6,4,3,"… At the same time, the digitalization of Russian industry is developing so rapidly that it is … of meat from the deboning conveyor which are transported via conveyor belts to a warehouse …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2020/68/e3sconf_ift2020_03040.pdf","https://scholar.google.com/scholar?q=related:mQyXqnHmt-MJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
13,"I Tsependa, O Budnyk","Mission and strategy of a modern university development in the conditions of digitalization",2021,"Amazonia Investiga","amazoniainvestiga.info","https://amazoniainvestiga.info/check/41/0-6-9.pdf","https://scholar.google.com/scholar?cites=12295094521436732921&as_sdt=2005&sciodt=2007&hl=en",130,"2023-12-28 21:36:16","PDF","","","",,,,,13,6.50,7,2,2,"… that the digitalization of university education provides the following areas: Digitization of … development in the context of globalization, digitalization and technology development. …","https://amazoniainvestiga.info/check/41/0-6-9.pdf","https://scholar.google.com/scholar?q=related:-X0WNlPzoKoJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"J Gonçalves, J Ribeiro, P Costa","Prototyping and control of a conveyor belt: An educational experiment in mechatronics",2021,"… 2020: Proceedings of the 14th APCA …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-58653-9_6","https://scholar.google.com/scholar?cites=14393369661144106374&as_sdt=2005&sciodt=2007&hl=en",131,"2023-12-28 21:36:16","","10.1007/978-3-030-58653-9_6","","",,,,,2,1.00,1,3,2,"… The described mechatronic system is based on a conveyor belt, that was integrated with a manipulator, being physical devices commonly used in the industry. The conveyor Belt was …","","https://scholar.google.com/scholar?q=related:hgVhjXKFv8cJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"F Corradini, S Pettinari, B Re, L Rossi…","An approach to support digital process twin",2022,"2022 IEEE Intl Conf on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9927841/","https://scholar.google.com/scholar?cites=13386648648308287477&as_sdt=2005&sciodt=2007&hl=en",132,"2023-12-28 21:36:16","","","","",,,,,3,3.00,1,5,1,"… Abstract—Nowadays, the digitalization of business … [2], and to foster the digitalization of work activities. As shown in Figure 1… Indeed, we can see the conveyor belt carrying some luggage…","","https://scholar.google.com/scholar?q=related:9edgJwXuxrkJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"L Kleczewski","Capacitively coupled sensor system for conveyor belts",2020,"US Patent 10,801,902","Google Patents","https://patents.google.com/patent/US10801902B2/en","https://scholar.google.com/scholar?cites=15371657021651709121&as_sdt=2005&sciodt=2007&hl=en",133,"2023-12-28 21:36:16","","","","",,,,,3,1.00,3,1,3,"… A sensor system for a conveyor belt comprising a sensor stage on the conveyor belt and a stationary drive and detection stage external to the conveyor belt in the belt carryway. In an …","https://patentimages.storage.googleapis.com/41/05/f0/93e7b0aeb9154e/US10801902.pdf","https://scholar.google.com/scholar?q=related:wWywYJ4YU9UJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"Á Cservenák","Path and trajectory planning for an automated carrier vehicle equipped with two conveyor belts used in manufacturing supply",2021,"Manufacturing Technology","journalmt.com","https://www.journalmt.com/pdfs/mft/2021/02/07.pdf","https://scholar.google.com/scholar?cites=4056376574196882760&as_sdt=2005&sciodt=2007&hl=en",134,"2023-12-28 21:36:16","PDF","","","",,,,,3,1.50,3,1,2,"… , depending on which conveyor belt of the AGV is positioned. By binding the target position to conveyor belts, the AGV can pick or place a unit cargo from the correct belt to a material …","https://www.journalmt.com/pdfs/mft/2021/02/07.pdf","https://scholar.google.com/scholar?q=related:SJ04rAAlSzgJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
1,"P Stepanić, R Radisa, A Rakic…","Automation a conveyor belt furnace for annealing metals in a protective atmosphere",2021,"20th International …","infoteh.etf.ues.rs.ba","https://infoteh.etf.ues.rs.ba/zbornik/2021/radovi/VRT-1/VRT-1-4.pdf","https://scholar.google.com/scholar?cites=15822755957794157618&as_sdt=2005&sciodt=2007&hl=en",135,"2023-12-28 21:36:16","PDF","","","",,,,,1,0.50,0,4,2,"… In other words, it represents the digital transformation of production through the digitalization … Section 2 provides details of modernization and conveyor belt furnace controlling concepts. …","https://infoteh.etf.ues.rs.ba/zbornik/2021/radovi/VRT-1/VRT-1-4.pdf","https://scholar.google.com/scholar?q=related:MjQECLa4ldsJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"E Herbertsson, M Mahlberg","Exploring the Enablement of a Digitized Bakery-A case study",2020,"","lup.lub.lu.se","https://lup.lub.lu.se/student-papers/record/9027542/file/9027548.pdf","",136,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,2,3,"… to the understanding of digitization as a phenomenon in the industrial baking sector. … connected to the conveyor belt. This central visualizes stoppages along the conveyor, ranging from …","https://lup.lub.lu.se/student-papers/record/9027542/file/9027548.pdf","https://scholar.google.com/scholar?q=related:lFNlRjjF3UEJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
14,"A Weber","Digitalization for value creation",2020,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-030-36229-4.pdf","https://scholar.google.com/scholar?cites=82629022583263180&as_sdt=2005&sciodt=2007&hl=en",137,"2023-12-28 21:36:16","BOOK","10.1007/978-3-030-36229-4","","",,,,,14,4.67,14,1,3,"… After hydro and steam power, mass production on electrically driven conveyor belts and IT-controlled production, industry has now arrived in the era of 4.0: the era of sophisticated …","","https://scholar.google.com/scholar?q=related:zI82g6iOJQEJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
113,"K Židek, J Piteľ, M Adámek, P Lazorík, A Hošovský","Digital twin of experimental smart manufacturing assembly system for industry 4.0 concept",2020,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/12/9/3658","https://scholar.google.com/scholar?cites=7593025175317121202&as_sdt=2005&sciodt=2007&hl=en",138,"2023-12-28 21:36:16","","","","",,,,,113,37.67,23,5,3,"… and methodology of full data digitalization for smart manufacturing, which was implemented and tested on the experimental assembly system based on a belt conveyor system and an …","https://www.mdpi.com/2071-1050/12/9/3658/pdf","https://scholar.google.com/scholar?q=related:sghg2SrYX2kJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"P Chatterjee, R Karmakar","Role of Sustainable Development Goal and Digitalization in Hospitality Industry: A Systematic Literature Review",2023,"… in Emerging Economies: The Impact of …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/978-1-80455-640-520231014/full/html","",139,"2023-12-28 21:36:16","","10.1108/978-1-80455-640-520231014","","",,,,,0,0.00,0,2,1,"… This study found the importance of adopting digitalization in hospitality sector to build inclusive environment and providing seamless experience to customers while focusing on both …","",""
1,"G Cristescu, O Chenaru…","A holonic approach of manufacturing systems modeling and simulation",2021,"2021 23rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9481001/","https://scholar.google.com/scholar?cites=10409263181905090883&as_sdt=2005&sciodt=2007&hl=en",140,"2023-12-28 21:36:16","","","","",,,,,1,0.50,0,3,2,"… of smart manufacturing systems, using a mix of digitization procedures that capitalize on the … means of a conveyor belt. The first step consist in releasing a pallet on the conveyor belt, at …","https://ieeexplore.ieee.org/iel7/9480801/9480980/09481001.pdf","https://scholar.google.com/scholar?q=related:Q1kBm7YhdZAJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
18,"N Koteleva, S Khokhlov, I Frenkel","Digitalization in open-pit mining: a new approach in monitoring and control of rock fragmentation",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/11/22/10848","https://scholar.google.com/scholar?cites=16590893596633152054&as_sdt=2005&sciodt=2007&hl=en",141,"2023-12-28 21:36:16","HTML","","","",,,,,18,9.00,6,3,2,"… Samples of material for the experiment were taken directly from the conveyor at three points—the beginning, middle and end of the belt—every hour during the entire shift. The volume …","https://www.mdpi.com/2076-3417/11/22/10848","https://scholar.google.com/scholar?q=related:Njqf5dKxPuYJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"M Yaqot, BC Menezes","Digital Trends in the Mining Industry Value Chain",2022,"2022 2nd International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9935469/","",142,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,2,1,"… It is widely acknowledged that digitalization is already a driving force within the mining … per conveyor-belt as seen in Fig. 2, instead of a single stockpile at the end of the conveyor-belts …","","https://scholar.google.com/scholar?q=related:Je4pIFaX70AJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
67,"AV Morozov, ОA Kozlov","Information and communication technologies in modern digital educational environment",2019,"… . 2. Сер."" InnoCSE 2019-Proceedings of the …","ceur-ws.org","https://ceur-ws.org/Vol-2562/paper-27.pdf","https://scholar.google.com/scholar?cites=3778295235157718677&as_sdt=2005&sciodt=2007&hl=en",143,"2023-12-28 21:36:16","PDF","","","",,,,,67,16.75,34,2,4,"… the impact of the process of digitalization of modern society on … became the Foundation for digitalization of modern society, … Schools have become a «conveyor belt for the production of …","https://ceur-ws.org/Vol-2562/paper-27.pdf","https://scholar.google.com/scholar?q=related:lXYghH8zbzQJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"R Hauß, G Schachinger, G Kalteis","Work-in-Progress: Industry 4.0 Production Line for Educational Use: Multi Stage Production Plant and Interactive AR Model",2020,"The Impact of the 4th Industrial …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-40274-7_83","https://scholar.google.com/scholar?cites=8771548197489370331&as_sdt=2005&sciodt=2007&hl=en",144,"2023-12-28 21:36:16","","10.1007/978-3-030-40274-7_83","","",,,,,3,1.00,1,3,3,"… of this plant students are prepared for the requirements of industry regarding digitization. … up and puts it on the conveyor belt. This part is taken from the conveyor belt by the robot to do …","","https://scholar.google.com/scholar?q=related:22SSqZzMunkJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"SJ Eldredge, M Killpack, DM Carpenter…","Mass digitization system",2018,"US Patent …","Google Patents","https://patents.google.com/patent/US10129447B2/en","",145,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,4,5,"… back-lit capture and digitization of transparent and/or reflective media, which cannot be accomplished with other types of capture devices, such as conveyor belt systems and the like. It …","https://patentimages.storage.googleapis.com/15/47/f9/7792c601429703/US10129447.pdf","https://scholar.google.com/scholar?q=related:fmkqteeqWFsJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
13,"N Elbazi, M Mabrouki, A Chebak…","Digital Twin Architecture for Mining Industry: Case Study of a Stacker Machine in an Experimental Open-Pit Mine",2022,"2022 4th Global Power …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9815618/","https://scholar.google.com/scholar?cites=15663400931199887294&as_sdt=2005&sciodt=2007&hl=en",146,"2023-12-28 21:36:16","","","","",,,,,13,13.00,3,4,1,"… model, shadow and twin, and the digitalization levels of integration for each one of them, … via conveyor belts [20], which is considered as an important component of the belt conveyor, …","https://ieeexplore.ieee.org/iel7/9815576/9815558/09815618.pdf","https://scholar.google.com/scholar?q=related:viexniiUX9kJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
192,"NH Maerz, TC Palangio, JA Franklin","WipFrag image based granulometry system",2018,"Measurement of Blast …","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9780203747919-15/wipfrag-image-based-granulometry-system-norbert-maerz-tom-palangio-john-franklin","https://scholar.google.com/scholar?cites=3211104064289082425&as_sdt=2005&sciodt=2007&hl=en",147,"2023-12-28 21:36:16","","10.1201/9780203747919-15","","",,,,,192,38.40,64,3,5,"… WipFrag images can be digitized from fixed video cameras in the field, or using roving camcorders. Photographic images can be digitized from slides, prints or negatives, using a …","https://www.academia.edu/download/32918096/FRAGBL4.pdf","https://scholar.google.com/scholar?q=related:OYzDICIikCwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
1,"J Onecha, DA Vazquez, O Moya, G Cessel","Image digitizing apparatus and image digitizing method",2020,"US Patent 10,674,025","Google Patents","https://patents.google.com/patent/US10674025B2/en","https://scholar.google.com/scholar?cites=9256626879174337689&as_sdt=2005&sciodt=2007&hl=en",148,"2023-12-28 21:36:16","","","","",,,,,1,0.33,0,4,3,"… digitizing apparatus has an image digitizing sensor to read an image from media passing the image digitizing sensor, and a transport to move the media past the image digitizing sensor…","https://patentimages.storage.googleapis.com/3e/71/96/b4074c8353a575/US10674025.pdf","https://scholar.google.com/scholar?q=related:meSEVxoldoAJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"N Bagwe, A Singh","Industry 4.0: Shaping A New Era",,"International Journal of Academic Research & …","","","",149,"2023-12-28 21:36:16","CITATION","","","",,,,,0,0.00,0,2,,"","",""
0,"L Hrabovsky, T Mlcak, V Molnar, G Fedorko, P Michalik","Experimental measurement of a pulling force and determination of a friction coefficient during driven transport rollers' movement",2023,"Measurement","Elsevier","https://www.sciencedirect.com/science/article/pii/S0263224123006565","",150,"2023-12-28 21:36:16","","","","",,,,,0,0.00,0,5,1,"… for three different angles of the roller conveyor’s inclination. The … The results can be implemented to digitize and monitor … loose material off the conveyor belt surface with a …","","https://scholar.google.com/scholar?q=related:IzOpUCcT67EJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"L Fan, Y Ding, D Fan, Y Wu, M Pagnucco…","Identifying the defective: Detecting damaged grains for cereal appearance inspection",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2311.11901","https://scholar.google.com/scholar?cites=13422343602967934702&as_sdt=2005&sciodt=2007&hl=en",151,"2023-12-28 21:36:16","","","","",,,,,2,2.00,0,6,1,"… ), to digitize the images of kernels, we divided them into several batches using the conveyor belt. … delivered onto the transparent plate by the conveyor belt with vibration bands. Then, the …","https://arxiv.org/pdf/2311.11901",""
6,"P Wunderlich, O Niggemann","Inference methods for detecting the root cause of alarm floods in causal models",2018,"2018 23rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8485945/","https://scholar.google.com/scholar?cites=10674539147957785899&as_sdt=2005&sciodt=2007&hl=en",152,"2023-12-28 21:36:16","","","","",,,,,6,1.20,3,2,5,"… amplified by the digitization and … conveyor belt to the bottle filling module and undergo several stations on a rotary table. At the first station the bottle is handed over by the conveyor belt …","https://ieeexplore.ieee.org/iel7/8471711/8485801/08485945.pdf","https://scholar.google.com/scholar?q=related:K1UGh8yUI5QJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
16,"L Salmieri","The rhetoric of digitalization in Italian educational policies: Situating reception among digitally skilled teachers",2019,"Italian Journal of Sociology of Education","ijse.padovauniversitypress.it","https://ijse.padovauniversitypress.it/2019/1/8","https://scholar.google.com/scholar?cites=10156752132632111840&as_sdt=2005&sciodt=2007&hl=en",153,"2023-12-28 21:36:16","","","","",,,,,16,4.00,16,1,4,"… The prevailing policy reference to the digital as a «conveyor belt» of change and change as a source of improvement in learning seems to trigger entrepreneurial, subjective and self-…","https://ijse.padovauniversitypress.it/system/files/papers/IJSE-2019-1-08_0.pdf","https://scholar.google.com/scholar?q=related:4Go6eUAI9IwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
