Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"New Energy Vehicle Powertrain Technologies and Applications","Key Technologies on New Energy Vehicles","","","","10.1007/978-981-19-9566-8","Yong Chen","2023","http://link.springer.com/book/10.1007/978-981-19-9566-8","Book"
"Advances in Geospatial Technology in Mining and Earth Sciences","Environmental Science and Engineering","","","","10.1007/978-3-031-20463-0","Long Quoc NguyenLuyen Khac BuiXuan-Nam BuiHai Thanh Tran","2023","http://link.springer.com/book/10.1007/978-3-031-20463-0","Book"
"Industrial Craft in Australia","Palgrave Studies in Oral History","","","","10.1007/978-3-030-87243-4","Dr. Jesse Adams Stein","2021","http://link.springer.com/book/10.1007/978-3-030-87243-4","Book"
"Conceptual Design of Cloud-Based Data Pipeline for Smart Factory","Intelligent Manufacturing and Mechatronics","","","","10.1007/978-981-16-8954-3_4","Peng Joo GohZi Yang HoeCheng Yee LowChing Theng KohUbaidullah MohammadKent LeeChee Fai Tan","2022","http://link.springer.com/chapter/10.1007/978-981-16-8954-3_4","Chapter"
"Handbook of Life Course Occupational Health","Handbook Series in Occupational Health Sciences","","","","10.1007/978-3-031-30492-7","Morten WahrendorfTarani ChandolaAlexis Descatha","2023","http://link.springer.com/referencework/10.1007/978-3-031-30492-7","ReferenceWork"
"Cellular Transport Systems Improved: Achieving Efficient Operations with Answer Set Programming","Computational Intelligence","","","","10.1007/978-3-030-16469-0_16","Steffen SchieweckGabriele Kern-IsbernerMichael ten Hompel","2019","http://link.springer.com/chapter/10.1007/978-3-030-16469-0_16","Chapter"
"Challenges of the Modern Economy","Advances in Science, Technology & Innovation","","","","10.1007/978-3-031-29364-1","Yakhya G. BuchaevArsen S. AbdulkadyrovJulia V. RagulinaArutyun A. KhachaturyanElena G. Popkova","2023","http://link.springer.com/book/10.1007/978-3-031-29364-1","Book"
"Process Control System of Flotation Machines","Principles and Technologies of Flotation Machines","","","","10.1007/978-981-16-0332-7_10","Zhengchang Shen","2021","http://link.springer.com/chapter/10.1007/978-981-16-0332-7_10","Chapter"
"Challenges Within the Industry 4.0 Setup","A Roadmap to Industry 4.0: Smart Production, Sharp Business and Sustainable Development","","","","10.1007/978-3-030-14544-6_11","Akshi KumarDivya Gupta","2020","http://link.springer.com/chapter/10.1007/978-3-030-14544-6_11","Chapter"
"The Fourth Industrial Revolution: Trends and Impacts on the World of Work","Handbook of Vocational Education and Training","","","","10.1007/978-3-319-49789-1_115-1","Sang Yun Kim","2019","http://link.springer.com/referenceworkentry/10.1007/978-3-319-49789-1_115-1","ReferenceWorkEntry"
"Prototypical approach for an individualized standardization process in the context of intelligent construction and automation","Architecture, Structures and Construction","","3","2","10.1007/s44150-023-00081-0","Jutta AlbusKirsten Elisabeth Hollmann-Schröter","2023","http://link.springer.com/article/10.1007/s44150-023-00081-0","Article"
"Characterization of sand particle morphology: state-of-the-art","Bulletin of Engineering Geology and the Environment","","82","7","10.1007/s10064-023-03309-x","KV AnusreeGali Madhavi Latha","2023","http://link.springer.com/article/10.1007/s10064-023-03309-x","Article"
"The Fourth Industrial Revolution: Trends and Impacts on the World of Work","Handbook of Vocational Education and Training","","","","10.1007/978-3-319-94532-3_115","Sang Yun Kim","2019","http://link.springer.com/referenceworkentry/10.1007/978-3-319-94532-3_115","ReferenceWorkEntry"
"Assessment and Design of Employees-Cobot-Interaction","Human Interaction and Emerging Technologies","","","","10.1007/978-3-030-25629-6_120","Christoph Mühlemeyer","2020","http://link.springer.com/chapter/10.1007/978-3-030-25629-6_120","Chapter"
"The Ethiopian Revolutionary State","A Tributary Model of State Formation","","","","10.1007/978-3-319-75780-3_5","Berhanu Abegaz","2018","http://link.springer.com/chapter/10.1007/978-3-319-75780-3_5","Chapter"
"Perspectives and Trends in Education and Technology","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-5063-5","Dr. Anabela MesquitaProf. Dr. António AbreuProf. João Vidal Carvalho","2022","http://link.springer.com/book/10.1007/978-981-16-5063-5","Book"
"Formal Analysis by Abstract Interpretation","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-030-91153-9","Dr. Benjamin Aziz","2022","http://link.springer.com/book/10.1007/978-3-030-91153-9","Book"
"The Semantic Web","Lecture Notes in Computer Science","","","","10.1007/978-3-319-93417-4","Dr. Aldo GangemiProf. Roberto NavigliMaria-Esther VidalProf. Dr. Pascal HitzlerRaphaël TroncyLaura HollinkAnna TordaiMehwish Alam","2018","http://link.springer.com/book/10.1007/978-3-319-93417-4","Book"
"Sealing Optimization of Food Pillow Packaging with Instant Noodles as a Typical Example","Interdisciplinary Research for Printing and Packaging","","","","10.1007/978-981-19-1673-1_40","Ruizhe WangYuansheng QiXin PeiQiaole SongZhaoyan LiZhihan Zhang","2022","http://link.springer.com/chapter/10.1007/978-981-19-1673-1_40","Chapter"
"Hybrid work systems—platform-based work planning—designing productive and human-centered work processes","Zeitschrift für Arbeitswissenschaft","","76","4","10.1007/s41449-022-00342-6","Michael SpitzhirnDr. Martin BenterDI Dr. Christoph HeindlDI Noël SchederDI Gerhard ReisingerDI(FH) DI Felix StrohmeierMag. Wernher Behrendt MSc","2022","http://link.springer.com/article/10.1007/s41449-022-00342-6","Article"
"Diaspora Networks in International Business","Contributions to Management Science","","","","10.1007/978-3-319-91095-6","Maria EloIndianna Minto-Coy","2019","http://link.springer.com/book/10.1007/978-3-319-91095-6","Book"
"Advances in Web-Based Learning – ICWL 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90785-3","Wanlei ZhouYi Mu","2021","http://link.springer.com/book/10.1007/978-3-030-90785-3","Book"
"Advances in Mechanism and Machine Science","Mechanisms and Machine Science","","","","10.1007/978-3-031-45770-8","Masafumi Okada","2023","http://link.springer.com/book/10.1007/978-3-031-45770-8","Book"
"Cooperative Operation Optimization for Port Groups","","","","","10.1007/978-981-99-5277-9","Bo Lu","2023","http://link.springer.com/book/10.1007/978-981-99-5277-9","Book"
"Emerging Technologies for Water Supply, Conservation and Management","Springer Water","","","","10.1007/978-3-031-35279-9","Etikala BalajiGolla VeeraswamyPrasad MannalaSughosh Madhav","2023","http://link.springer.com/book/10.1007/978-3-031-35279-9","Book"
"Global Encyclopedia of Public Administration, Public Policy, and Governance","","","","","10.1007/978-3-319-20928-9","Ali Farazmand","2018","http://link.springer.com/referencework/10.1007/978-3-319-20928-9","ReferenceWork"
"Industrial Engineering in the Digital Disruption Era","Lecture Notes in Management and Industrial Engineering","","","","10.1007/978-3-030-42416-9","Fethi CalisirOrhan Korhan","2020","http://link.springer.com/book/10.1007/978-3-030-42416-9","Book"
"Energy Systems, Drives and Automations","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-99-3691-5","Jerzy Ryszard SzymanskiChandan Kumar ChandaPranab Kumar MondalKamrul Alam Khan","2023","http://link.springer.com/book/10.1007/978-981-99-3691-5","Book"
"Soil and Crop Sensing for Precision Crop Production","Agriculture Automation and Control","","","","10.1007/978-3-030-70432-2","Minzan LiChenghai YangQin Zhang","2022","http://link.springer.com/book/10.1007/978-3-030-70432-2","Book"
"Supply Chain Management","","","","","10.1007/978-981-13-8479-0","Prof. Mikihisa Nakano","2020","http://link.springer.com/book/10.1007/978-981-13-8479-0","Book"
"Employee Relations and Trade Unions in Africa","","","","","10.1007/978-3-031-26825-0","Chima MordiHakeem Adeniyi AjonbadiOlatunji David Adekoya","2023","http://link.springer.com/book/10.1007/978-3-031-26825-0","Book"
"Advances in Communication, Devices and Networking","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-99-1983-3","Sourav DharDinh-Thuan DoSamarendra Nath SurChuan-Ming Liu","2023","http://link.springer.com/book/10.1007/978-981-99-1983-3","Book"
"Strategic Planning for Dynamic Supply Chains","Palgrave Executive Essentials","","","","10.1007/978-3-030-91810-1","Shardul S. PhadnisYossi SheffiChris Caplice","2022","http://link.springer.com/book/10.1007/978-3-030-91810-1","Book"
"Science, Technology and Modernity","","","","","10.1007/978-3-030-80465-7","Prof. Kavita S. Jerath","2021","http://link.springer.com/book/10.1007/978-3-030-80465-7","Book"
"Enterprise, Business-Process and Information Systems Modeling","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-34241-7","Han van der AaDominik BorkHenderik A. ProperRainer Schmidt","2023","http://link.springer.com/book/10.1007/978-3-031-34241-7","Book"
"Konrad Zuse's Early Computers","History of Computing","","","","10.1007/978-3-031-39876-6","Raúl Rojas","2023","http://link.springer.com/book/10.1007/978-3-031-39876-6","Book"
"Intelligent Sustainable Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-6309-3","Prof. Atulya K. NagarProf. Dharm Singh JatDr. Gabriela Marín-RaventósDr. Durgesh Kumar Mishra","2022","http://link.springer.com/book/10.1007/978-981-16-6309-3","Book"
"Gender and Migration in Historical Perspective","Palgrave Studies in Economic History","","","","10.1007/978-3-030-99554-6","Beatrice Zucca Micheletto","2022","http://link.springer.com/book/10.1007/978-3-030-99554-6","Book"
"The Palgrave Handbook of the History of Human Sciences","","","","","10.1007/978-981-16-7255-2","David McCallum","2022","http://link.springer.com/referencework/10.1007/978-981-16-7255-2","ReferenceWork"
"Advanced Technologies for Industrial Applications","","","","","10.1007/978-3-031-33238-8","Rohit ThankiPurva Joshi","2023","http://link.springer.com/book/10.1007/978-3-031-33238-8","Book"
"Proceedings of International Conference on Emerging Technologies and Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-85990-9","Dr. Mostafa Al-EmranDr. Mohammed A. Al-SharafiDr. Mohammed N. Al-KabiProf. Khaled Shaalan","2022","http://link.springer.com/book/10.1007/978-3-030-85990-9","Book"
"Reference Architectures for Critical Domains","","","","","10.1007/978-3-031-16957-1","Elisa Yumi NakagawaPablo Oliveira Antonino","2023","http://link.springer.com/book/10.1007/978-3-031-16957-1","Book"
"Internet of Things and M2M Communication Technologies","","","","","10.1007/978-3-030-79272-5","Dr. Veena S. Chakravarthi","2021","http://link.springer.com/book/10.1007/978-3-030-79272-5","Book"
"Impact of Scientific Computing on Science and Society","Computational Methods in Applied Sciences","","","","10.1007/978-3-031-29082-4","Pekka NeittaanmäkiMarja-Leena Rantalainen","2023","http://link.springer.com/book/10.1007/978-3-031-29082-4","Book"
"Environmental Informatics","","","","","10.1007/978-981-19-2083-7","Prof. Dr. P. K. PaulDr. Amitava ChoudhuryArindam BiswasDr. Binod Kumar Singh","2022","http://link.springer.com/book/10.1007/978-981-19-2083-7","Book"
"Systems Science: Theory, Analysis, Modeling, and Design","","","","","10.1007/978-3-030-93482-8","George E. Mobus","2022","http://link.springer.com/book/10.1007/978-3-030-93482-8","Book"
"The Palgrave Handbook of Steam Age Gothic","","","","","10.1007/978-3-030-40866-4","Clive Bloom","2021","http://link.springer.com/book/10.1007/978-3-030-40866-4","Book"
"Encyclopedia of Teacher Education","","","","","10.1007/978-981-16-8679-5","Michael A. Peters","2022","http://link.springer.com/referencework/10.1007/978-981-16-8679-5","ReferenceWork"
"Handbook of Global Media Ethics","","","","","10.1007/978-3-319-32103-5","Stephen J. A. Ward","2021","http://link.springer.com/book/10.1007/978-3-319-32103-5","Book"
"Last Mile Logistics Reloaded – Automation and Personalization in Electronic Commerce Fulfillment","Automatisierung und Personalisierung von Dienstleistungen","","","","10.1007/978-3-658-30166-8_19","Maria Madlberger","2020","http://link.springer.com/chapter/10.1007/978-3-658-30166-8_19","Chapter"
"A scoping review on multi-fault diagnosis of industrial rotating machines using multi-sensor data fusion","Artificial Intelligence Review","","56","5","10.1007/s10462-022-10243-z","Shreyas GawdeShruti PatilSatish KumarKetan Kotecha","2023","http://link.springer.com/article/10.1007/s10462-022-10243-z","Article"
"A Flexible and Adaptable Workflow to Develop and Visualise Industrial Digital Twins","Human-Computer Interaction – INTERACT 2021","","","","10.1007/978-3-030-85607-6_18","Antonella GuidazzoliSilvano ImbodenPaolo ZuzoloDaniele De LucaEleonora PeruchEric PascoloFederica FarroniMaria Chiara Liguori","2021","http://link.springer.com/chapter/10.1007/978-3-030-85607-6_18","Chapter"
"Revolutions in Product Design for Healthcare","Design Science and Innovation","","","","10.1007/978-981-16-9455-4","Dr. Karupppasamy SubburajProf. Kamalpreet SandhuSaša Ćuković","2022","http://link.springer.com/book/10.1007/978-981-16-9455-4","Book"
"Artificial Intelligence and Security","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06794-5","Prof. Dr. Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2022","http://link.springer.com/book/10.1007/978-3-031-06794-5","Book"
"Augmented Reality and Virtual Reality","Progress in IS","","","","10.1007/978-3-030-06246-0","Dr. M. Claudia tom DieckDr. Timothy Jung","2019","http://link.springer.com/book/10.1007/978-3-030-06246-0","Book"
"Powertrain Development with Artificial Intelligence","Powertrain Development with Artificial Intelligence","","","","10.1007/978-3-662-63863-7_5","Aras Mirfendreski","2022","http://link.springer.com/chapter/10.1007/978-3-662-63863-7_5","Chapter"
"Organizing and Collective Bargaining in the Digitized “Tertiary Factories” of Amazon: A Comparison Between Germany and Italy","Working in Digital and Smart Organizations","","","","10.1007/978-3-319-77329-2_8","Bruno CatteroMarta D’Onofrio","2018","http://link.springer.com/chapter/10.1007/978-3-319-77329-2_8","Chapter"
"Integration of RPA and AI in Industry 4.0","Confluence of Artificial Intelligence and Robotic Process Automation","","","","10.1007/978-981-19-8296-5_11","Ganeshayya ShidagantiK. N. KarthikAnvithNeha A. Kantikar","2023","http://link.springer.com/chapter/10.1007/978-981-19-8296-5_11","Chapter"
"Quality of Information and Communications Technology","Communications in Computer and Information Science","","","","10.1007/978-3-031-14179-9","Antonio VallecilloJoost VisserRicardo Pérez-Castillo","2022","http://link.springer.com/book/10.1007/978-3-031-14179-9","Book"
"Case Study of a Virtual Lab Environment Using Virtualization Technologies and a Desktop as a Service Model","New Realities, Mobile Systems and Applications","","","","10.1007/978-3-030-96296-8_72","Michael DietzAzarias AbebeJan LedererTobias MichlRonald Schmidt-Vollus","2022","http://link.springer.com/chapter/10.1007/978-3-030-96296-8_72","Chapter"
"Formal Methods in Architecture","Digital Innovations in Architecture, Engineering and Construction","","","","10.1007/978-981-99-2217-8","Plácido Lizancos MoraDavid Leite VianaFranklim MoraisJorge Vieira Vaz","2023","http://link.springer.com/book/10.1007/978-981-99-2217-8","Book"
"Digital Disruption","Future of Business and Finance","","","","10.1007/978-3-030-54494-2","Bharat Vagadia","2020","http://link.springer.com/book/10.1007/978-3-030-54494-2","Book"
"The Concept and Connotation of Innovative Design","Innovative Design of Manufacturing","","","","10.1007/978-981-15-3503-1_2","Yongchuan TangNing ZouChunlei ChaiXihui LiuNan JiangYajun DuXiaoyu HaoJiangjie HuangLinlan XiaZhilei XuYanmin ZhangXihui Liu","2020","http://link.springer.com/chapter/10.1007/978-981-15-3503-1_2","Chapter"
"Current Trends and Sustainable Development of Warehouse Logistics","Islamic Sustainable Finance, Law and Innovation","","","","10.1007/978-3-031-27860-0_50","P. Reznik NadiiaА. Demchenko TetyanaА. Slatvinskyi MaksymV. Kosmidailo InnaM. Khodakyvskyy VolodymyrV. Bugaychuk VitaV. Valinkevych Nataliia","2023","http://link.springer.com/chapter/10.1007/978-3-031-27860-0_50","Chapter"
"Proceedings of Data Analytics and Management","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-6553-3","Abhishek SwaroopZdzislaw PolkowskiSérgio Duarte CorreiaBal Virdee","2023","http://link.springer.com/book/10.1007/978-981-99-6553-3","Book"
"Concept and Implementation of a Software Architecture for Unifying Data Transfer in Automated Production Systems","IMPROVE - Innovative Modelling Approaches for Production Systems to Raise Validatable Efficiency","","","","10.1007/978-3-662-57805-6_1","Emanuel TrunzerSimon LötzerichBirgit Vogel-Heuser","2018","http://link.springer.com/chapter/10.1007/978-3-662-57805-6_1","Chapter"
"Design and Modeling of Mechanical Systems - V","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-14615-2","Prof. Lassaad WalhaProf. Abdessalem JarrayaProf. Fathi DjemalProf. Mnaouar ChouchaneProf. Nizar AifaouiProf. Fakher ChaariProf. Moez AbdennadherProf. Abdelmajid BenamaraProf. Mohamed Haddar","2023","http://link.springer.com/book/10.1007/978-3-031-14615-2","Book"
"A century of transformation: fire regime transitions from 1919 to 2019 in southeastern British Columbia, Canada","Landscape Ecology","","37","10","10.1007/s10980-022-01506-9","Jennifer N. BaronSarah E. GergelPaul F. HessburgLori D. Daniels","2022","http://link.springer.com/article/10.1007/s10980-022-01506-9","Article"
"Digital Shadows: Infrastructuring the Internet of Production","Internet of Production","","","","10.1007/978-3-030-98062-7_25-1","Wil M. P. van der AalstMatthias JarkeIstván KorenChristoph Quix","2023","http://link.springer.com/referenceworkentry/10.1007/978-3-030-98062-7_25-1","ReferenceWorkEntry"
"Conclusions and Future Research Direction in LSOPM","Operational Sustainability in the Mining Industry","","","","10.1007/978-981-15-9027-6_5","Hassan Qudrat-UllahPramela Nair Panthallor","2021","http://link.springer.com/chapter/10.1007/978-981-15-9027-6_5","Chapter"
"Examples from Different Industries, Services, and Continents","Global Supply Chain and Operations Management","","","","10.1007/978-3-030-72331-6_2","Dmitry IvanovAlexander TsipoulanidisJörn Schönberger","2021","http://link.springer.com/chapter/10.1007/978-3-030-72331-6_2","Chapter"
"Conclusions—Theoretical and Empirical Reflections and Future Prospects","Agile Against Lean","","","","10.1007/978-981-99-2042-6_7","Hyung Je JoJun Ho JeongChulsik Kim","2023","http://link.springer.com/chapter/10.1007/978-981-99-2042-6_7","Chapter"
"Monitoring of an Industrial Process Based on Industry 4.0","6th EAI International Conference on Management of Manufacturing Systems","","","","10.1007/978-3-030-96314-9_1","Mauricio Xavier López FloresElvis Román López FloresFrancisco Javier Galora SilvaRenato M. Toasa","2023","http://link.springer.com/chapter/10.1007/978-3-030-96314-9_1","Chapter"
"Big Data and its Role in Mitigating Food Spoilage and Quality Deterioration along the Supply Chain","Harnessing Big Data in Food Safety","","","","10.1007/978-3-031-07179-9_5","Maleeka SinghMaria G. Corradini","2023","http://link.springer.com/chapter/10.1007/978-3-031-07179-9_5","Chapter"
"The Rebound Effect in Industry 4.0: Circumstances and Consequences","Eurasian Business and Economics Perspectives","","","","10.1007/978-3-030-77438-7_13","Giani GradinaruGheorghe ZamanIulia Neagoe","2021","http://link.springer.com/chapter/10.1007/978-3-030-77438-7_13","Chapter"
"Technology Convergence in the Energy Sector","The Monetization of Technical Data","","","","10.1007/978-3-662-66509-1_32","Fynn-Hendrik PaulDaniel DemmerNils HerterichMoritz Hafke","2023","http://link.springer.com/chapter/10.1007/978-3-662-66509-1_32","Chapter"
"Automated and Curated Sack Count Leveraging Video Analysis on Moving Objects","Artificial Intelligence for a Sustainable Industry 4.0","","","","10.1007/978-3-030-77070-9_17","Ritin BehlHarsh KhatterPrabhat SinghGarima BhardwajPrateek Chaturvedi","2021","http://link.springer.com/chapter/10.1007/978-3-030-77070-9_17","Chapter"
"The Palgrave Handbook of Africa and the Changing Global Order","","","","","10.1007/978-3-030-77481-3","Samuel Ojo OloruntobaToyin Falola","2022","http://link.springer.com/book/10.1007/978-3-030-77481-3","Book"
"Work place discomfort and risk factors for construction site workers","International Journal of System Assurance Engineering and Management","","13","2","10.1007/s13198-021-01322-5","Suchismita Satapathy","2022","http://link.springer.com/article/10.1007/s13198-021-01322-5","Article"
"Integration of a Digital Twin into Production Line Control","Cybernetics Perspectives in Systems","","","","10.1007/978-3-031-09073-8_26","Fedor BurčiarPavel Važan","2022","http://link.springer.com/chapter/10.1007/978-3-031-09073-8_26","Chapter"
"Advances in Information Communication Technology and Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-0619-0","Dr. Vishal GoarDr. Manoj KuriDr. Rajesh KumarProf. Tomonobu Senjyu","2022","http://link.springer.com/book/10.1007/978-981-19-0619-0","Book"
"Digital TV and Wireless Multimedia Communications","Communications in Computer and Information Science","","","","10.1007/978-981-19-2266-4","Prof. Guangtao ZhaiJun ZhouHua YangDr. Ping AnXiaokang Yang","2022","http://link.springer.com/book/10.1007/978-981-19-2266-4","Book"
"Industrial Excellence Meets Travelling Organization: Keeping Promises in the VUCA World","Navigating a Travelling Organization","","","","10.1007/978-3-030-95326-3_15","Werner PrzybillaFrank Kühn","2022","http://link.springer.com/chapter/10.1007/978-3-030-95326-3_15","Chapter"
"Materials, Structures and Manufacturing for Aircraft","Sustainable Aviation","","","","10.1007/978-3-030-91873-6","Prof. Dr. Melih Cemal KuşhanDr. Selim GürgenDr. Mehmet Alper Sofuoğlu","2022","http://link.springer.com/book/10.1007/978-3-030-91873-6","Book"
"Digital Twin for Smart Factory Network QoS Enhancement Experiments","Information and Communication Technology for Competitive Strategies (ICTCS 2022)","","","","10.1007/978-981-19-9638-2_19","Venkata Vivek GowripeddiG. V. K. SasirekhaJyotsna BapatDebabrata Das","2023","http://link.springer.com/chapter/10.1007/978-981-19-9638-2_19","Chapter"
"Tagungsband des 3. Kongresses Montage Handhabung Industrieroboter","","","","","10.1007/978-3-662-56714-2","Prof. Dr. Thorsten SchüppstuhlProf. Dr. Kirsten TrachtProf. Dr. Jörg Franke","2018","http://link.springer.com/book/10.1007/978-3-662-56714-2","Book"
"Data Mining in Agriculture","Encyclopedia of Digital Agricultural Technologies","","","","10.1007/978-3-031-24861-0_217","Weixin Zhai","2023","http://link.springer.com/referenceworkentry/10.1007/978-3-031-24861-0_217","ReferenceWorkEntry"
"Network and System Security","Lecture Notes in Computer Science","","","","10.1007/978-3-031-23020-2","Xingliang YuanGuangdong BaiCristina AlcarazSuryadipta Majumdar","2022","http://link.springer.com/book/10.1007/978-3-031-23020-2","Book"
"Artificial Intelligence in Healthcare Industry","Advanced Technologies and Societal Change","","","","10.1007/978-981-99-3157-6","Jyotismita TalukdarThipendra P. SinghBasanta Barman","2023","http://link.springer.com/book/10.1007/978-981-99-3157-6","Book"
"Guide to Industrial Analytics","Texts in Computer Science","","","","10.1007/978-3-030-79104-9","Prof. Richard HillDr. Stuart Berry","2021","http://link.springer.com/book/10.1007/978-3-030-79104-9","Book"
"Everyday Representations of War in Late Modernity","Identities and Modernities in Europe","","","","10.1007/978-3-031-07135-5","Nerijus MileriusAgnė NarušytėVioleta DavoliūtėLukas Brašiškis","2022","http://link.springer.com/book/10.1007/978-3-031-07135-5","Book"
"Advances in Product Design Engineering","Management and Industrial Engineering","","","","10.1007/978-3-030-98124-2","Prof. Panagiotis KyratsisProf. Nikolaos EfkolidisDr. J. Paulo Davim","2022","http://link.springer.com/book/10.1007/978-3-030-98124-2","Book"
"Innovations in Nephrology","","","","","10.1007/978-3-031-11570-7","Geraldo Bezerra da Silva JuniorMasaomi Nangaku","2022","http://link.springer.com/book/10.1007/978-3-031-11570-7","Book"
"Advances in Computational Collective Intelligence","Communications in Computer and Information Science","","","","10.1007/978-3-031-16210-7","Costin BădicăJan TreurDjamal BenslimaneBogumiła HnatkowskaMarek Krótkiewicz","2022","http://link.springer.com/book/10.1007/978-3-031-16210-7","Book"
"Innovative Data Communication Technologies and Application","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-15-9651-3","Dr. Jennifer S. RajDr. Abdullah M. IliyasuDr. Robert BestakDr. Zubair A. Baig","2021","http://link.springer.com/book/10.1007/978-981-15-9651-3","Book"
"Pocket Guide to Quality Improvement in Healthcare","","","","","10.1007/978-3-030-70780-4","MD Reneè Roberts-TurnerRahul K. Shah","2021","http://link.springer.com/book/10.1007/978-3-030-70780-4","Book"
"Gaps and Actions in Health Improvement from Hong Kong and Beyond","","","","","10.1007/978-981-99-4491-0","Ben Yuk Fai FongWilliam Chi Wai Wong","2023","http://link.springer.com/book/10.1007/978-981-99-4491-0","Book"
"Multifaceted Bamboo","","","","","10.1007/978-981-19-9327-5","Paridah Md TahirSeng Hua LeeSyeed SaifulAzry Osman Al-EdrusMohd Khairun Anwar Uyup","2023","http://link.springer.com/book/10.1007/978-981-19-9327-5","Book"
"Enabling Industry 4.0 through Advances in Manufacturing and Materials","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-19-2890-1","Amiril Sahab Abdul SaniMuhammed Nafis Osman ZahidMohamad Rusydi Mohamad YasinSiti Zubaidah IsmailMohd Zairulnizam Mohd ZawawiAhmad Rosli Abdul ManafSiti Nadiah Mohd SaffeRadhiyah Abd AzizFaiz Mohd Turan","2022","http://link.springer.com/book/10.1007/978-981-19-2890-1","Book"
"Inline and Online Process Analytical Technology with an Outlook for the Petrochemical Industry","Near-Infrared Spectroscopy","","","","10.1007/978-981-15-8648-4_23","Rudolf W. KesslerWaltraud Kessler","2021","http://link.springer.com/chapter/10.1007/978-981-15-8648-4_23","Chapter"
"Island Ecosystems","Social and Ecological Interactions in the Galapagos Islands","","","","10.1007/978-3-031-28089-4","Stephen J. WalshCarlos F. MenaJill R. StewartJuan Pablo Muñoz Pérez","2023","http://link.springer.com/book/10.1007/978-3-031-28089-4","Book"
"Machine Intelligence and Data Science Applications","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-19-2347-0","Prof. Vaclav SkalaProf. Dr. T. P. SinghDr. Tanupriya ChoudhuryDr. Ravi TomarDr. Md. Abul Bashar","2022","http://link.springer.com/book/10.1007/978-981-19-2347-0","Book"
"Post-mining failure characteristics of rock surrounding coal seam roadway and evaluation of rock integrity: a case study","Bulletin of Engineering Geology and the Environment","","80","2","10.1007/s10064-020-02018-z","Qiang-ling YaoQiang XuJiang-feng LiuLiu ZhuDong-wei LiChuan-jin Tang","2021","http://link.springer.com/article/10.1007/s10064-020-02018-z","Article"
"Smart Hospitality: Goodbye Virus!","Technology, Business, Innovation, and Entrepreneurship in Industry 4.0","","","","10.1007/978-3-031-17960-0_10","Sofia AlmeidaSusana MesquitaCristina Pereira","2023","http://link.springer.com/chapter/10.1007/978-3-031-17960-0_10","Chapter"
"Shaping Tomorrow Today – SDGs from multiple perspectives","Lernweltforschung","","","","10.1007/978-3-658-38319-0","Sandra HummelPhilipp AssingerChristian BauerThomas BrudermannAndrea JanyMartin JuryRomana RauterMireille van Poppel","2023","http://link.springer.com/book/10.1007/978-3-658-38319-0","Book"
"Status and prospects of surface texturing: design, manufacturing and applications","Surface Science and Technology","","1","1","10.1007/s44251-023-00022-5","Jingyu SongHui HuangXigui WangWeibin Shi","2023","http://link.springer.com/article/10.1007/s44251-023-00022-5","Article"
"Fieldbuses, Communication Protocols, User Interfaces, Hardware ASICs","Industry 4.0, China 2025, IoT","","","","10.1007/978-3-658-37852-3_5","Wolfgang Babel","2022","http://link.springer.com/chapter/10.1007/978-3-658-37852-3_5","Chapter"
"COVID-19, Tourist Destinations and Prospects for Recovery","","","","","10.1007/978-3-031-28340-6","Kaitano DubeOlga L. KupikaDavid Chikodzi","2023","http://link.springer.com/book/10.1007/978-3-031-28340-6","Book"
"Supply Chain Management and Social Enterprise Towards Zero Hunger: The Akshaya Patra Foundation in India","Industry and Higher Education","","","","10.1007/978-981-15-0874-5_8","Meena ChavanYvonne A. Breyer","2020","http://link.springer.com/chapter/10.1007/978-981-15-0874-5_8","Chapter"
"Ecosystems Without Borders 2023","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-34329-2","Ruslan Polyakov","2023","http://link.springer.com/book/10.1007/978-3-031-34329-2","Book"
"17th International Conference on Soft Computing Models in Industrial and Environmental Applications (SOCO 2022)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-18050-7","Pablo García BringasHilde Pérez GarcíaFrancisco Javier Martinez-de-PisonJosé Ramón Villar FlechaAlicia Troncoso LoraEnrique A. de la CalÁlvaro HerreroFrancisco Martínez ÁlvarezGiuseppe PsailaHéctor QuintiánEmilio S. Corchado Rodriguez","2023","http://link.springer.com/book/10.1007/978-3-031-18050-7","Book"
